publishedTimeText,simpleText,votes,author,isReply,isHearted,isPinned,isPaid,paidAmount,isSponsor,sponsorshipMonths
1 month ago,"Ada yg ngrasa ga sih,videonya kaya ada effek² nya kaya melengkung² gitu ???",3425,@TezaPrasetyo,FALSE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,iya ih,62,@user-ss5vp4gd1g,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iyaaa kayak dip dip,46,@serinawati446,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Iya aku rasa, mungkin settingannya belum pas kan ini kamera baru best ??",206,@febiliamarstuti4146,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iy ritsuki kepalany jadi gede trs balik kecil lagi??,137,@wafiatinnikmah3335,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @user-rj9pk3or6u  bagus"" aja kok, mungkin belum pas aja settingannya",87,@febiliamarstuti4146,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Emang efek dari si kamera dj osmo itu emang agak wide look nya,71,@Shxxxxx25,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @user-rj9pk3or6u harap maklum soalnya kan kamera baru nnti jg diperbaiki lagi sma mama meganya,50,@widiawati8279,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Maaf best ini mama pakek kamera baru, jadi mama mega masih belajar seting menyeting & belum terbiasa juga.",62,@lestari661,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"kayanya dari filter badan deh, kl liat di tiktok yg org2 pake filter tirus juga gitu kl muka nya ketutup/gerak2 jadi kembang kempis",25,@LindaNoviara,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya maaf ya pake kamera baru trus yg pgang blm ahli gomen y,1957,@Ueno_family,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iyaa bener,10,@gadisarista7481,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @Ueno_family gapapa umaa, tetep bagus kok?",94,@ledhiver,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Keknya tripod aja umma kameramennya hanya cek gambar udh pas blm soalnya klo dia gerak efeknya juga gerak gt? @Ueno_family ,27,@apriliahasanah4914,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @Ueno_family  iyaa umma, gpp kok umma",7,@febiliamarstuti4146,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,jadi pusing ??,2,@user-hb1uj9ef5h,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago, @Ueno_family gpp uma,4,@ardityanusa7512,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Rasenya pakai wide camera..cuba lepasni jgn pakai wide,12,@syookhai,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family iya gapapa mameg.. semangat ngontennyaaa :))),2,@Anjarev1234-bg4wr,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @user-rj9pk3or6u kualitas gambarnya bagus cahayanya gitu lebih cantik dan bersih cuman untuk videonya jadi cembung cekung mungkin harus ada yg di perbaiki lagi settingannya,14,@yoriwithsaki,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago, @Ueno_family siapa kameramen baru umaaaa,3,@Jihanfatira,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family  gapapa umma, tetep bagus kokkk?",1,@scccasyaa,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya ih aku kira aku yg pusing,0,@risacahyanti6986,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago, @user-hb1uj9ef5h  aku malah lucu ya wkwk semangat umaa,1,@OtomtfOptmacahaya,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @Ueno_family  gapapa umaaa, namanya juga pemula hehehe. tapi jadi enak, uma gak perlu capek megangin kamera lagi sekarangg",1,@ariq7150,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"iyaa padahal penyuntingan video bagus,cmn hasil videonya kyk ada melengkung2 nya yaa",2,@danisaapriliyanti2544,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @Ueno_family gapapa uma sambil belajar lagii, semangaatt umma?",0,@dewisrisagita9149,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Tapi kameranya jernih banget coo bagus gitu????,2,@Cindy_Agustin,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"gapapa ummaa, tapi videonya jadi baguss? @Ueno_family ",0,@winterbear3440,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Tapi kameranya jernih banget bagus gitu looo????,4,@Cindy_Agustin,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,betullll,0,@oktaviyanitarigan7306,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iyaa,0,@rayasilfia7434,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago, @Ueno_family kameramen umma siapa maa,0,@dlmel_n4330,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"kayanya karna dikasih efek kurus jadinya tiap ngeshoot orang dikurusin gitu, cmiiw, semangat mamegg, hasil videonya bagus HD dan terang ??",3,@freykeoghan,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iyaa bener ke ganggu banget kita yg nonton,0,@momol971,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iy,0,@DRAMARIFKY123,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Ini mungkin si kaca kecil yang yusuke bilang kalau pakai itu jadi wide gambarnya, tapi enggak papa umaa semua orang berproses, in syaa allah pelan-pelan menjadi lebih baik, tapi terimakasih yaa umaa untuk selalu upload vidio terus karna aku selalu menunggu vidio @ueno_family, in syaa allah sehat selalu, bahagia selalu dan selalu dalam lindungan Allah SWT aamiin aamiin ya Allah????",0,@gakpapasih_2280,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Gapapa uma? @Ueno_family ,0,@BakolTahu-l3s,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family  bagus umaa kameranya, kualitas videonya jadi bagus banget",0,@ninditayaaa,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,iyaaa plss ??????,0,@dithaagnesiacanci,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Alau kenyih,0,@SetyaNingsih-v2j,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @momol971 rasah nonton,0,@SetyaNingsih-v2j,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Bner aku kira hp ku ??,0,@alfianmochamadjuni7498,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,??? @Ueno_family ,0,@NaylaOkta-m8m,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @Ueno_family  umaaa jgn dengerin org kenyih uma, namanya jg masi belajar gpp uma??????",1,@SetyaNingsih-v2j,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,@Tezaprasetyo bener kata lu,0,@zeoz.590,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @apriliahasanah4914 setuju, kyk pas vlog pak bambang ultah kyknya udh pke dji. itu bi ikah cuma jaga aja kameranya gak dioegang gini",2,@tammifadlilah9331,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago, @Ueno_family gapapa ummaaaaa,0,@deffaadela7017,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family gapapa kok uma tetep seru??,0,@zahraatun1603,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Om Ahmad kalo nggak salah, yang kemarin di spill pas mau cari ikan? @Jihanfatira ",0,@aisaisyah195,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya kayak nya itu yg ngerekam cowok deh,0,@keyraalmahyra6902,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago, @SetyaNingsih-v2j ??kenyeh,0,@trihariyani562,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family its ok umma, bisa itu karna biasaaaaaa... ttep semangat ngontennya jgn jd pikiran ya umma ???",0,@LilyEarly,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Tp gambar jadi cling ??,0,@danikanb9065,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago, @Ueno_family  its okayyyy semangat umma??,1,@erikaaaaa1996,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Wkwkw agak ngakak sbnrnya, klo liat muka si ritsuki jdi penyok²????",0,@NA-wt1ru,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Ngerasa pusing umma liatnya,0,@noviantisetiawati2345,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Nonton ajah gak usah rewel ??,0,@nangnarni7173,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya,0,@channelkeluarga3132,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,kyanya dj osmo,0,@tyass1638,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Mendut Mendut videone ma,0,@gyenaeo,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago (edited),"Bukan efek tapi itu lensa cembung, biasanya kalo pake kamera jenis gopro hasil videonya kayak gitu, bentuknya kecil, praktis, biasanya kamera buat bikin video vlog, hasil nya jernih bagus, kalo kamera biasa itu beratnya bisa sampai 1 kilo, repot sekali kalau pake kamera biasa apalagi vlog bareng anak kecil kurang praktis karena atur efek warnanya manual",0,@antonellaebba,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Kameramennya siapa umma?,0,@endahsetijanipratiwitrihas5882,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @Ueno_family  ya uma,semangat ngonten nya uma ??",0,@TezaPrasetyo,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya aku juga ngerasa????,0,@bilqisalmayra7052,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family mungkin itu beauty  modenya nyala jadi aneh berubah rubah kalo gak kena wajah. mungkin dimatikan aja fiturnya uma, trus kalo mau kelihatan kaya dimake up diedit aja dicapcut.??",0,@ndokhoren16,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,@TezaPrasetyo kamu kok gitu sih kamu nggak jaga perasaan ya kalau Uma Mega sakit hati gimana????,0,@viky363,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Itu efek ultrawide kak mungkin,0,@etalase2,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago, @Ueno_family  gakpapa kok umma mega semangat ya ngontennya ??,0,@EcirahmaDewi-km2lj,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Iya,gpp umma semangat ngonten nya umma ???",0,@cindyrayhany5124,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,itu kan pake kamera yg baru nya umma emang begitu menyon menyon,0,@user-yw3ip8is8z,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Ngk papa yang penting umma upload vidio tiap hari ????,0,@elgilindanirmala8083,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago, @Ueno_family oke umma?,0,@afrianiwijayanti2372,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,kok ndak eling,0,@myjoshii_,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya ih biasa nya gak,0,@AsyilaFitririanti,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family  itu kayanya kameranya deh umma harus disetting lgi,0,@yolandita1890,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya woy,0,@AriskaMerlinda-nc2uk,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family tapi bagus mom, fokus dan kelihatan mahal banget?",0,@bethem792,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Itu emng kameranya bestiee umma pake kamera baru,0,@yeniafitamara9652,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Kok aku GK nyaman ya pake kamera baru,0,@user-sl9ip1us8d,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @Ueno_family mama ga usah minta maaaafff, netizen ribet ajaaa",0,@dikey-s1q,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Ga ada yg bilang jelek, cuma emang goyang aja videonya ? @febiliamarstuti4146 ",0,@medinasazafirdausi773,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya aq juga ngerasa ke ada yg aneh,0,@novinovita6058,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iyaa kayak meleyot meleyot gitu,0,@nari3741,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,kayaknya karna pakai lensa ultra wide,0,@silvigreciamatondang1676,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family  Iya umma , emg yang megang siapa umma??",0,@adevabelvania-r2l,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family iya gapapa Uma,0,@Cahya32,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,harusnya gausa di gerak2in karna kameranya bisa mode fokus dan gerak sendiri??,0,@virgiazalzabilla6182,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Gapapa ummaa ttep ditonton kook ? @Ueno_family ,0,@onecrem3060,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Betul, aku kira mataku ??",0,@NandaseptiAndini,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Pake kamera baru,0,@sitizumaroh2014,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Itu kamera nya kakak,0,@agussatrio8297,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,iya loh aku baru nyadar,0,@lutfiana9213,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family Daejobu uma,0,@r3plusfamily58,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,kayanya modenya masih auto,0,@flowerthatbloomatnight2318,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Kan pke kamera baru bess,0,@ambarsari5370,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,menyong menyong mukanya tapiiii gapapaaa kan namanya jg baru nyoba gessss,0,@rovelyn03,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,emang gitu kalo di rekam pake dj osmo,0,@alelea.55,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Kirain efek gangguan2 makhluk astral???? ? @Ueno_family ,0,@annitaerfiana2543,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Hd banget,0,@Twessdey_,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,apa jangan jangan..,0,@nbclvvnayy,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Efeknya kek ada air goyang ??????,0,@jarotarcher1895,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"kameranya emng kaya gini lensanya kaya fish eye gitu, tapi ga banter bgt",0,@buubloxchannel,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Ya karena umma pake kamera baru best,0,@user-ln3zr7zg7z,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"iya bjirrrr,ngakak bgt",0,@naomiiigds1917,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,iya ih,0,@Cindycornelia-bi9lu,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya banget,0,@rensisarani5360,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family tapi uda bagus ko uma lebih bagus gambar nya hehe,0,@nidaselfi,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Kan pake kamera jadi efek kamera gt,0,@cookiesandcreammilo_,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @Ueno_family  Semangat belajar pakai dji osmo-nya ya umma. Wajar kok, baru penyesuaian itu namanya.",0,@insignifikant,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Malah goyang2 pake kamera baru melengkung2 gitu gambar nya,0,@rinijoko3522,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Mungkin karna lensan ultra wide nya,0,@askanaakira5906,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,??,0,@qiuares8268,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Kameramennya nyutingnya udah bagus uma. Cuma settingan kameranya mungkin blm d perbaiki. Semangat umaaa,0,@meisyela4840,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Itu kameranya pake lensa wide,0,@blummyiez,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,iya aku pikir hp ku tadi yang rusak ??,0,@aisyahaisyah6215,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @Ueno_family gapapa umma, semangaatttt. Aku support selaluuuu",0,@Larasatiaayu,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @nangnarni7173 mbak komen diatas ga menjatuhkan kok, justru dengan ada komen gini bisa jadi koreksi mbak.",1,@tiarazahrasalsabilla7837,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Bagus banget kok ummaa, hasil kamera dan suaranya lebih jernih dan wajah umma adik dan mas nats keliatan lebih jelas? ? @Ueno_family ",0,@gorgeousflightattendant6473,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family Kayaknya itu efek dr lensa wide yg ditempel deh. Kalo bisa sih ga usah pake lensa wide umma. Udah bagus juga itu kamera DJI Osmo 3 nya tanpa lensa wide, bedanya juga tipis juga, ga begitu keliatan. Trs FPS nya dinaikin aja biar lbh tajam dan real pergerakan grafiknya",0,@otarockaffella1398,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago, @tammifadlilah9331  keknya hrus di setting soalnya punya yusuke sama merknya tpi klo dia gerak bgus. Itu stabilizer nya hrus di setting apa ya krna gerak cpt jdi goyang.,0,@apriliahasanah4914,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Tapi fokus kameranya bagus bgt uma + keliatan hd bgt @Ueno_family ,0,@moonelle540,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Iya, ?? coba kamera baru mungkin",0,@shofyannasir0141,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Klo kmeraa emg kya gitu setau aku,0,@Zajraa_,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Tapi emang gituuu,0,@KarionoKariono-kt5bs,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family gapapa umma??,0,@indri3556,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"iya kannnn, kaya badannya jadi kecil ga sii",0,@chocolateicedmilk,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family  mameg saran aja sih yaa, klo mau vlog contohnya kek video sekarang bagusnya pake tripod aja mameg, coba liat"" vlog yang lain jga mameg biar nambah ilmu hehe maaf ya mameg?",0,@TiaraApmiyanti,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family  sepertinya masih harus di setting kameranya umma.. gambar nya kayak pecah-pecah. mungkin itu juga karena pakai mode stabilizer nya kali yah, coba ga usah pakai stabilizer nya, jadinya kayak kamera biasa aja gitu..",0,@aalghifariy,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya,0,@user-rf8uk7lf3k,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya..liat tembok yg sebelah kanan kaya melengkung,0,@astutimaryunani4637,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Pake kamera baru, karna hasil kamera nya emg gitu tp bagus sii",0,@annisachairul7468,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Beneeeer tak kira di aku tok loh,0,@hilandaintan,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family mungkin settingan auto fokus nya uma jadi begitu,0,@zxriel-qk7zo,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Tapi kameranya bagus banget umma jernih, semangat shooting ummaaa ? @Ueno_family ",0,@wewin6492,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Uma bkin vlog nya bagusan pake kamera HP,0,@ferawati3651,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Iya kirain mataku yg bermasalah, but its okey sih umma",0,@gessiawahyumurti338,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family  ciee kamera baru,0,@muammarkhadafi3130,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Itu emang kamernya emang pengambilan gambarnya melengkung kek di iphone 0,5. Itu umma juga bilang lagi coba camera",0,@Ay.lovuuu,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,fisheye namanya wkakak,0,@jenniferwizzar,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Eh iya, ku kira youtube ku yg bermasalah ternyata videonya",0,@retnoninuk7007,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family gapapa ummaaa,0,@aisanuraina3090,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Iya pas awal aja,,akhir"" bagus vdionyaa",0,@viviiejuwita4132,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Itu effek auto fokus camera kak. Bukan effek aneh² boar rampinh, dll, kalau lensa DSLR setauku suka gitu. CMIIW",0,@realendrii,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Wide angel,0,@muhammadiqbalhadisantoso5580,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Itu karna deket api trs diatas minyak,0,@WafiqAzzahra-o7f,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family tidak apap apa umaaaa,0,@user-tr5wd4tb1x,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iyaa…ak kira hpku ??,0,@qetnat,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family  gapapaa ummaaa, semangattt belajar terus ngontennyaa?",0,@Lilgirlid,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,iyaaa ku juga rasa gituu sepanjang video,0,@efridawidyapertiwi960,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iyo mlengkung2 gambar e trs balik mneh,0,@elvianasagita190,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Aku ngerasa yg pegang kamera suaranya aneh,0,@yuliantiputri433,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family it's okay umma, tetap bagus kok?",0,@nahya8471,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Kan pake kamera baru makhlum aja,0,@GibranAssyifa,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Siapa yang pegang umma? @Ueno_family ,0,@user-rq2vn2qg9m,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Umma emang kameramennya siapa maaf belum tau ??,0,@AlyaSahira-vn7tq,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"? @Ueno_family  its okaay umma, aku menikmati bgt kok. Scra ga langsung, umma juga buka lapangan kerja buat teman2 indonesia di jepang dengan ambil kameramen. Terima kasih udah hidup dengan baik umma, terima kasih udh mnjadi org yg bermanfaat untuk sesama??? semua akan bisa pada waktunya kok",0,@sarahtifany,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iyaaaa,0,@hafsahsyahriar6516,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Itu karna effek stabilizer waktu editing,0,@PrayitnayudiBudiman,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya bkin mata pusing??,0,@anyiarkan693,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya,0,@user-lg5hd2vf2b,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Namanya wide bang kalo di hp sekarang yang kamera 0,5 dan 0,6 jadi bisa keliatan semua area walau kameranya deket kalo dulu yang ada cuma di go pro kalo di hp namanya kamera cembung atau mata ikan",0,@Timgugur,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family  gapapa umma tetep bagus kokkk,0,@melatiputri8894,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Iya kepala ritsuki jd besar kecil efek kamera??,0,@MeiKanita,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Gapapa umma, yg penting suara masih jelas dan videonya jernih jugaaa kok? @Ueno_family ",0,@piasasicania1610,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,? @Ueno_family spil kameramen nyh umma??,0,@dellaputrifadilah,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Masyaallah pinter banget nat jadi penerjemah kita nanti???,0,@Sunirasakamoto,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Dasar gaptek lu , itu efek kamera ada ultra wide , uma mega make camera proper for vlog bukan ngerekan pakai hape. Support ueno family jgan dikit2 ngomen????",0,@Ciliiin,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Settingannya belum pas itu kakk, namanya juga masih anyaran jadi belum terlalu di sett",0,@adeliapingkanazzahra3931,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago," @Ueno_family aku ada saran umma, kalo konten masak/dirumah gtu pake hp, kalo baru di outdoor pake wide kamera baru ituu hehe, skdar saran ajaaa kok ummaaa",0,@nabilahamalia9513,TRUE,FALSE,FALSE,FALSE,,FALSE,
9 days ago,Iyaa??,0,@ghaziyafaiha2541,TRUE,FALSE,FALSE,FALSE,,FALSE,
9 days ago,? @Ueno_family gapapa kok uma tapi hasilnya tetep bagus????,0,@FathinaAliyahfarzana-s5w,TRUE,FALSE,FALSE,FALSE,,FALSE,
8 days ago,Iya aku juga kecewa loh kali ini sama video uma karena yang midioin jadi gini,0,@M.fahreziNur-tp8bn,TRUE,FALSE,FALSE,FALSE,,FALSE,
2 days ago, @Ueno_family menurut aku sih kameranya bagus,0,@Bbypetunia,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Lucunyaaaaa natssss kangen woyyyy????,2836,@SKZK_YUSUKE,FALSE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Main bareng lagi donggg,58,@nitaayuliantii6683,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Bikin lagi yusuke ??,15,@ErkaPradana,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,yusuke kamu kapan up video?,36,@yrsfanny,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Ada mas ganteeeng nya ritsuki nih??????,11,@evitamba,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,Natsuki ingat om Yusuke when mama bikin tahu isi >.< sweet banget,7,@stefaniewidyanti,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,loo mas yusuke??,0,@enifauziyah8772,TRUE,FALSE,FALSE,FALSE,,FALSE,
1 month ago,"Maluu mau ngungkapin cinta sama Yusuke,takut gak suka????",1,@Zirinfamily,TRUE,FALSE,FALSE,FALSE,,FALSE,
